order_id,order_date,sales_date,ship_date,ship_mode,outlet_type,year,customer_id,customer_name,date_of_birth,segment,product_id,product_name,category_of_goods,sub_category,location_id,country,region,state,city_type,postal_code,sale_id,sales,quantity,discount,profit
ORD000280,22-05-2020,14-03-2020,26-05-2020,Same Day,Small,2019,CUST000280,Kyle Robinson,06-06-1977,Corporate,PROD000280,Chairs - 396,Furniture,Chairs,43,India,South,West Bengal,Tier 2,700001,280,261.37,3,0.46,37.82
ORD000281,04-11-2023,08-05-2023,08-11-2023,Standard Class,Medium,2021,CUST000281,Eric Holt,26-12-2016,Consumer,PROD000281,Carrots - 219,Sessional Fruits & Vegetables,Carrots,47,India,East,Maharashtra,Village,400001,281,41865.86,9,0.44,2614.84
ORD000282,02-03-2023,14-05-2023,04-03-2023,Second Class,Medium,2023,CUST000282,Robert Miller,06-06-1984,Corporate,PROD000282,Tomatoes - 411,Sessional Fruits & Vegetables,Tomatoes,21,India,West,Uttar Pradesh,Tier 2,226001,282,49048.02,2,0.22,5445.83
ORD000283,15-11-2023,25-05-2019,21-11-2023,Standard Class,Medium,2023,CUST000283,Matthew Oliver,06-10-1972,Corporate,PROD000283,Butter - 641,Dairy Products,Butter,34,India,North,Punjab,Tier 2,160001,283,42931.13,1,0.01,11329.67
ORD000284,01-08-2022,28-06-2022,05-08-2022,Same Day,Small,2019,CUST000284,Kristina Poole,30-08-1970,Consumer,PROD000284,Beds - 549,Furniture,Beds,27,India,North,Delhi,Tier 2,110001,284,43928.51,1,0.47,4393
ORD000285,20-03-2019,13-08-2019,26-03-2019,Same Day,Large,2020,CUST000285,Aaron Little,13-12-2011,Corporate,PROD000285,Mops - 947,Household Items,Mops,111,India,North,Maharashtra,Tier 2,400001,285,2278.73,10,0.12,473.01
ORD000286,14-02-2020,12-07-2019,20-02-2020,First Class,Medium,2020,CUST000286,Randall Lopez,11-05-1988,Corporate,PROD000286,Utensils - 626,Household Items,Utensils,118,India,West,Maharashtra,Village,400001,286,43620.36,1,0.11,6184.27
ORD000287,12-06-2022,09-02-2023,16-06-2022,Same Day,Small,2021,CUST000287,Stephen Ortiz,14-07-1992,Consumer,PROD000287,Sandwiches - 285,Fast Food,Sandwiches,59,India,South,Karnataka,Tier 2,560001,287,17899.42,6,0.41,2676.73
ORD000288,07-04-2021,10-05-2019,12-04-2021,Same Day,Medium,2022,CUST000288,Mary Powell,16-01-1996,Consumer,PROD000288,Utensils - 690,Household Items,Utensils,107,India,South,Punjab,Tier 1,160001,288,4574.18,5,0.44,731.41
ORD000289,13-11-2020,31-05-2022,20-11-2020,Same Day,Medium,2021,CUST000289,Gina Mckinney,02-12-1992,Corporate,PROD000289,Sandwiches - 981,Fast Food,Sandwiches,64,India,North,Gujarat,Tier 1,380001,289,16218.23,5,0.21,2784.21
ORD000290,21-03-2019,22-06-2019,22-03-2019,First Class,Small,2019,CUST000290,Daniel Thomas,04-05-1957,Consumer,PROD000290,Mangoes - 510,Sessional Fruits & Vegetables,Mangoes,71,India,East,Punjab,Tier 2,160001,290,28355.86,10,0.34,5410.73
ORD000291,16-04-2019,06-06-2022,22-04-2019,Same Day,Small,2021,CUST000291,Joyce Gonzalez,19-03-1996,Corporate,PROD000291,Washing Machines - 123,Electric Appliances,Washing Machines,30,India,East,Rajasthan,Tier 1,302001,291,7642.91,1,0.21,1751.16
ORD000292,04-02-2023,04-09-2021,11-02-2023,Second Class,Small,2022,CUST000292,Joseph Stewart,10-07-1953,Consumer,PROD000292,Mangoes - 544,Sessional Fruits & Vegetables,Mangoes,94,India,West,West Bengal,Tier 2,700001,292,10298.55,5,0.08,2172.91
ORD000293,06-06-2019,18-03-2022,11-06-2019,Second Class,Small,2019,CUST000293,David Jackson,08-10-1984,Corporate,PROD000293,Washing Machines - 349,Electric Appliances,Washing Machines,119,India,South,Uttar Pradesh,Village,226001,293,17961.43,4,0.44,2848.08
ORD000294,29-04-2020,09-12-2019,03-05-2020,Standard Class,Large,2022,CUST000294,Luke Cuevas,21-12-1950,Consumer,PROD000294,Mangoes - 597,Sessional Fruits & Vegetables,Mangoes,104,India,West,West Bengal,Tier 1,700001,294,16162.29,6,0.49,2368.74
ORD000295,04-05-2021,16-04-2023,11-05-2021,Standard Class,Medium,2022,CUST000295,Mark Murphy,19-06-1991,Consumer,PROD000295,Fans - 584,Electric Appliances,Fans,86,India,South,Uttar Pradesh,Tier 2,226001,295,5912.95,6,0.29,1235.49
ORD000296,30-06-2020,01-02-2021,05-07-2020,Second Class,Medium,2019,CUST000296,Stephen Smith,19-07-1986,Corporate,PROD000296,Fans - 286,Electric Appliances,Fans,56,India,North,Uttar Pradesh,Village,226001,296,14051.21,10,0.42,1875.87
ORD000297,26-10-2020,16-12-2022,29-10-2020,First Class,Large,2020,CUST000297,Carlos Thompson,19-06-1984,Consumer,PROD000297,Mops - 197,Household Items,Mops,36,India,East,Gujarat,Tier 2,380001,297,38831.31,3,0.38,3661.42
ORD000298,26-07-2021,16-04-2023,28-07-2021,First Class,Medium,2022,CUST000298,Randall Johnson,21-09-1992,Corporate,PROD000298,Apples - 333,Sessional Fruits & Vegetables,Apples,54,India,South,Delhi,Tier 2,110001,298,37180.16,6,0.14,3874.27
ORD000299,13-01-2021,04-01-2020,14-01-2021,Standard Class,Small,2023,CUST000299,Debbie Jacobs,30-11-1997,Consumer,PROD000299,Buckets - 321,Household Items,Buckets,33,India,South,Delhi,Tier 1,110001,299,21764.22,7,0.1,2293.92
ORD000300,23-01-2021,03-10-2019,25-01-2021,Standard Class,Large,2020,CUST000300,Robert Smith,20-02-1988,Corporate,PROD000300,Microwaves - 424,Electric Appliances,Microwaves,53,India,South,Maharashtra,Tier 1,400001,300,36110.57,7,0.21,4857.25
ORD000301,30-06-2020,26-12-2020,01-07-2020,Same Day,Large,2022,CUST000301,Stephanie Bentley,24-09-1977,Corporate,PROD000301,Burgers - 509,Fast Food,Burgers,69,India,North,Madhya Pradesh,Village,462001,301,38856.1,7,0.13,4687.28
ORD000302,15-04-2023,22-10-2023,17-04-2023,Standard Class,Small,2019,CUST000302,Robert Harrison,17-02-1950,Consumer,PROD000302,Carrots - 533,Sessional Fruits & Vegetables,Carrots,56,India,North,Uttar Pradesh,Village,226001,302,47978.58,5,0.39,6773.02
ORD000303,24-09-2020,29-11-2019,25-09-2020,Second Class,Small,2019,CUST000303,Charles Gill,29-11-2015,Consumer,PROD000303,Yogurt - 830,Dairy Products,Yogurt,29,India,South,Punjab,Village,160001,303,12921.03,1,0.14,1773.56
ORD000304,15-08-2021,25-03-2020,20-08-2021,Second Class,Medium,2020,CUST000304,Christopher Johnson,30-09-2013,Consumer,PROD000304,Beds - 314,Furniture,Beds,100,India,East,Rajasthan,Tier 2,302001,304,23236.18,4,0.23,2995.08
ORD000305,15-08-2022,19-08-2021,17-08-2022,Standard Class,Large,2021,CUST000305,Matthew Thompson,02-08-1961,Corporate,PROD000305,Tables - 437,Furniture,Tables,16,India,North,Rajasthan,Tier 2,302001,305,49088.14,4,0.28,6514.11
ORD000306,06-11-2020,07-08-2022,09-11-2020,Second Class,Small,2020,CUST000306,Zachary Ortiz,28-03-1961,Consumer,PROD000306,Apples - 875,Sessional Fruits & Vegetables,Apples,29,India,South,Punjab,Village,160001,306,8343.8,1,0.39,1195.89
ORD000307,15-09-2020,19-08-2019,20-09-2020,Second Class,Medium,2020,CUST000307,Phillip Hill,27-07-1959,Consumer,PROD000307,Carrots - 819,Sessional Fruits & Vegetables,Carrots,107,India,South,Punjab,Tier 1,160001,307,47308.32,6,0.14,9233.99
ORD000308,13-07-2021,03-06-2023,19-07-2021,Second Class,Large,2023,CUST000308,Melvin Gross,05-06-2014,Consumer,PROD000308,Sofas - 474,Furniture,Sofas,87,India,East,West Bengal,Tier 1,700001,308,29431.29,3,0.48,3840.68
ORD000309,04-01-2020,02-10-2022,07-01-2020,Same Day,Small,2023,CUST000309,Crystal Blanchard,02-01-1993,Consumer,PROD000309,Burgers - 333,Fast Food,Burgers,20,India,East,Gujarat,Village,380001,309,47007.32,4,0.19,10031.79
ORD000310,24-11-2020,02-09-2019,26-11-2020,Same Day,Medium,2019,CUST000310,Anthony Clarke,26-01-1956,Consumer,PROD000310,Utensils - 615,Household Items,Utensils,115,India,East,Punjab,Village,160001,310,8000.42,10,0.24,1818.19
ORD000311,13-10-2023,12-07-2020,16-10-2023,Same Day,Large,2022,CUST000311,Edward Copeland,10-07-1954,Consumer,PROD000311,Butter - 676,Dairy Products,Butter,51,India,West,Delhi,Tier 1,110001,311,48221.88,3,0.14,11501.08
ORD000312,06-04-2020,16-03-2020,12-04-2020,Second Class,Small,2023,CUST000312,Mark Mcpherson,09-06-1956,Consumer,PROD000312,Butter - 889,Dairy Products,Butter,81,India,South,Karnataka,Village,560001,312,28609.49,9,0.24,4889.31
ORD000313,08-04-2021,04-12-2021,14-04-2021,First Class,Small,2023,CUST000313,Danny Bender,18-12-1989,Corporate,PROD000313,Refrigerators - 906,Electric Appliances,Refrigerators,6,India,South,Uttar Pradesh,Tier 1,226001,313,31083.77,8,0.22,3790.98
ORD000160,05-08-2019,22-12-2023,07-08-2019,Second Class,Medium,2019,CUST000160,Amber Clark,19-01-1994,Consumer,PROD000160,Yogurt - 867,Dairy Products,Yogurt,107,India,South,Punjab,Tier 1,160001,160,9054.2,7,0.35,1346.15
ORD000161,01-04-2022,18-07-2019,06-04-2022,Same Day,Small,2022,CUST000161,Christopher Wagner,12-11-1967,Corporate,PROD000161,Tomatoes - 422,Sessional Fruits & Vegetables,Tomatoes,34,India,North,Punjab,Tier 2,160001,161,24201.45,2,0.2,3462.94
ORD000162,05-11-2023,08-11-2019,12-11-2023,Same Day,Small,2020,CUST000162,Stacey Kim,08-03-1989,Consumer,PROD000162,Fries - 115,Fast Food,Fries,1,India,East,Tamil Nadu,Tier 2,600001,162,35291.23,10,0.07,6909.57
ORD000163,28-09-2021,02-07-2022,29-09-2021,Second Class,Medium,2020,CUST000163,Taylor Schmidt,08-10-1979,Corporate,PROD000163,Buckets - 310,Household Items,Buckets,23,India,South,Rajasthan,Tier 2,302001,163,6471.2,5,0.39,699.59
ORD000164,21-02-2020,07-02-2020,25-02-2020,Same Day,Medium,2023,CUST000164,Autumn Allen,16-11-1998,Corporate,PROD000164,Pizzas - 772,Fast Food,Pizzas,2,India,West,Madhya Pradesh,Village,462001,164,9454.12,8,0.32,957.6
ORD000165,13-06-2020,07-04-2021,19-06-2020,Same Day,Large,2022,CUST000165,Mary Cline,14-04-1969,Consumer,PROD000165,Carrots - 974,Sessional Fruits & Vegetables,Carrots,69,India,North,Madhya Pradesh,Village,462001,165,24400.67,7,0.49,2056.03
ORD000166,13-02-2023,24-03-2022,18-02-2023,Same Day,Small,2022,CUST000166,Dakota Mcneil,21-06-1993,Consumer,PROD000166,Butter - 390,Dairy Products,Butter,73,India,East,Gujarat,Tier 1,380001,166,14390.51,2,0.27,1353.94
ORD000167,24-04-2019,18-05-2022,01-05-2019,Standard Class,Large,2023,CUST000167,Madison Simpson,06-02-1975,Consumer,PROD000167,Apples - 212,Sessional Fruits & Vegetables,Apples,120,India,South,Gujarat,Village,380001,167,2302.97,4,0.13,568.05
ORD000168,03-05-2021,16-04-2021,04-05-2021,First Class,Large,2023,CUST000168,Carrie Hickman,27-01-1974,Consumer,PROD000168,Pizzas - 211,Fast Food,Pizzas,45,India,West,Karnataka,Tier 2,560001,168,49201.78,8,0.42,7949.72
ORD000169,23-12-2022,28-05-2019,29-12-2022,Standard Class,Medium,2020,CUST000169,George Newman,19-04-2017,Consumer,PROD000169,Tables - 405,Furniture,Tables,3,India,North,Maharashtra,Village,400001,169,10331.5,5,0.41,749.83
ORD000170,17-09-2019,05-12-2019,18-09-2019,Second Class,Large,2019,CUST000170,Emily Holden,22-09-1979,Corporate,PROD000170,Milk - 941,Dairy Products,Milk,12,India,East,Madhya Pradesh,Village,462001,170,26930.85,5,0.46,2111.02
ORD000171,21-09-2021,24-12-2019,26-09-2021,First Class,Small,2020,CUST000171,Joseph Hall,25-06-2014,Corporate,PROD000171,Refrigerators - 805,Electric Appliances,Refrigerators,4,India,South,Gujarat,Tier 1,380001,171,17201.66,7,0.05,3857.89
ORD000172,28-08-2021,21-12-2020,04-09-2021,Standard Class,Medium,2023,CUST000172,Brian Stafford,21-12-1966,Corporate,PROD000172,Yogurt - 218,Dairy Products,Yogurt,102,India,South,Tamil Nadu,Tier 2,600001,172,14891.57,3,0.09,3915.29
ORD000173,30-08-2022,28-04-2021,04-09-2022,Second Class,Large,2022,CUST000173,William Kent,03-06-1977,Corporate,PROD000173,Tables - 653,Furniture,Tables,63,India,West,Maharashtra,Tier 1,400001,173,18543.66,10,0.19,4144.41
ORD000174,11-09-2019,15-04-2022,14-09-2019,Second Class,Large,2022,CUST000174,Cynthia Cochran,14-02-2006,Corporate,PROD000174,Mops - 744,Household Items,Mops,92,India,East,West Bengal,Tier 2,700001,174,40605.58,10,0.22,8045.7
ORD000175,07-01-2021,09-01-2019,09-01-2021,First Class,Large,2019,CUST000175,Christopher Lindsey,04-01-1964,Consumer,PROD000175,Buckets - 532,Household Items,Buckets,56,India,North,Uttar Pradesh,Village,226001,175,1919.39,1,0.3,311.26
ORD000176,13-05-2019,17-10-2022,19-05-2019,Same Day,Medium,2021,CUST000176,Leslie Russell,10-04-1960,Consumer,PROD000176,Fans - 127,Electric Appliances,Fans,79,India,West,West Bengal,Village,700001,176,26047.11,1,0.12,2622.63
ORD000441,19-05-2023,09-11-2019,25-05-2023,Same Day,Large,2022,CUST000441,Jill Kelly,17-07-1984,Consumer,PROD000441,Sandwiches - 490,Fast Food,Sandwiches,32,India,North,Maharashtra,Tier 1,400001,441,32197.57,2,0.06,3288.39
ORD000442,22-03-2023,14-11-2022,24-03-2023,First Class,Large,2023,CUST000442,Lori Barber,23-03-1984,Corporate,PROD000442,Tomatoes - 257,Sessional Fruits & Vegetables,Tomatoes,104,India,West,West Bengal,Tier 1,700001,442,28877.16,7,0.4,2442.77
ORD000443,26-11-2023,28-03-2019,29-11-2023,First Class,Medium,2019,CUST000443,Brandy Perez,08-08-2013,Consumer,PROD000443,Mangoes - 372,Sessional Fruits & Vegetables,Mangoes,89,India,West,Tamil Nadu,Tier 2,600001,443,46145.51,1,0.14,9480.15
ORD000444,04-09-2020,28-01-2021,08-09-2020,First Class,Small,2020,CUST000444,Deborah Martin,11-02-2007,Corporate,PROD000444,Mangoes - 370,Sessional Fruits & Vegetables,Mangoes,28,India,West,Uttar Pradesh,Village,226001,444,25910.66,1,0.42,2607.05
ORD000445,29-05-2022,22-08-2019,02-06-2022,Second Class,Medium,2020,CUST000445,Miranda Hall,19-06-2013,Consumer,PROD000445,Pizzas - 681,Fast Food,Pizzas,74,India,West,Tamil Nadu,Village,600001,445,717.15,3,0.22,132.26
ORD000446,28-12-2020,09-06-2021,03-01-2021,Second Class,Medium,2019,CUST000446,Bonnie Vargas,05-02-2002,Consumer,PROD000446,Washing Machines - 482,Electric Appliances,Washing Machines,45,India,West,Karnataka,Tier 2,560001,446,13026.03,1,0.14,2042.69
ORD000447,20-11-2020,04-08-2023,24-11-2020,Same Day,Small,2021,CUST000447,Mary Palmer,28-01-1997,Corporate,PROD000447,Apples - 544,Sessional Fruits & Vegetables,Apples,73,India,East,Gujarat,Tier 1,380001,447,6506.41,2,0.03,1096.22
ORD000448,16-02-2019,04-05-2023,21-02-2019,Second Class,Medium,2023,CUST000448,Shawna Martin,29-06-1976,Corporate,PROD000448,Milk - 580,Dairy Products,Milk,1,India,East,Tamil Nadu,Tier 2,600001,448,3594.04,9,0.41,335.99
ORD000449,02-11-2019,04-02-2020,07-11-2019,Standard Class,Large,2019,CUST000449,Andrew Young,21-01-1995,Corporate,PROD000449,Pizzas - 764,Fast Food,Pizzas,36,India,East,Gujarat,Tier 2,380001,449,46951.89,5,0.35,3790.7
ORD000450,30-10-2019,13-08-2019,02-11-2019,Same Day,Medium,2019,CUST000450,Megan Bailey,10-07-1969,Corporate,PROD000450,Apples - 816,Sessional Fruits & Vegetables,Apples,67,India,East,Delhi,Tier 2,110001,450,4195.3,7,0.16,935.3
ORD000451,13-07-2019,18-02-2020,15-07-2019,Standard Class,Medium,2022,CUST000451,Jeremy Wallace,09-04-2005,Consumer,PROD000451,Microwaves - 736,Electric Appliances,Microwaves,31,India,North,Madhya Pradesh,Tier 2,462001,451,23193.57,9,0.44,2152.97
ORD000452,09-04-2023,18-07-2022,15-04-2023,First Class,Small,2019,CUST000452,Donna Miller,17-08-1977,Corporate,PROD000452,Washing Machines - 845,Electric Appliances,Washing Machines,78,India,North,Rajasthan,Tier 1,302001,452,10236.92,7,0.13,2573.57
ORD000453,17-10-2019,03-03-2021,22-10-2019,Same Day,Medium,2019,CUST000453,Justin Alexander,03-07-2012,Consumer,PROD000453,Microwaves - 502,Electric Appliances,Microwaves,70,India,North,Uttar Pradesh,Tier 2,226001,453,20871.32,5,0.21,3422.77
ORD000454,20-07-2023,20-05-2020,26-07-2023,Standard Class,Small,2019,CUST000454,William Larson,14-07-1983,Consumer,PROD000454,Mangoes - 299,Sessional Fruits & Vegetables,Mangoes,110,India,East,Tamil Nadu,Village,600001,454,8022.79,7,0.03,2091.35
ORD000455,02-03-2023,30-07-2023,09-03-2023,Same Day,Medium,2020,CUST000455,Jeremy Rivas,03-06-1954,Consumer,PROD000455,Chairs - 127,Furniture,Chairs,48,India,East,Uttar Pradesh,Tier 1,226001,455,30198.43,1,0.37,1930.83
ORD000456,17-06-2020,17-07-2023,22-06-2020,Same Day,Large,2019,CUST000456,Richard Dennis,27-08-1985,Consumer,PROD000456,Beds - 275,Furniture,Beds,41,India,South,Maharashtra,Tier 2,400001,456,42496.32,2,0.3,7488.32
ORD000457,03-11-2019,09-04-2022,09-11-2019,Second Class,Small,2020,CUST000457,Matthew Rodriguez,20-11-1956,Corporate,PROD000457,Detergents - 495,Household Items,Detergents,85,India,North,West Bengal,Tier 2,700001,457,2381.15,8,0.15,357.25
ORD000458,30-03-2023,21-11-2023,04-04-2023,Second Class,Small,2020,CUST000458,Tyler Williams,22-11-1965,Consumer,PROD000458,Pizzas - 135,Fast Food,Pizzas,28,India,West,Uttar Pradesh,Village,226001,458,18059.59,5,0.12,2439.22
ORD000459,18-04-2023,31-07-2022,19-04-2023,First Class,Medium,2022,CUST000459,Jennifer White,04-06-1985,Consumer,PROD000459,Apples - 292,Sessional Fruits & Vegetables,Apples,11,India,South,Madhya Pradesh,Village,462001,459,35107.47,5,0.15,8041.21
ORD000460,29-03-2022,01-02-2021,01-04-2022,First Class,Large,2019,CUST000460,Erika Patton,25-05-1955,Consumer,PROD000460,Mops - 610,Household Items,Mops,82,India,East,Delhi,Village,110001,460,7473.03,2,0.16,1075.71
ORD000461,09-09-2022,04-11-2019,14-09-2022,Same Day,Medium,2020,CUST000461,Margaret Christian,26-08-1956,Corporate,PROD000461,Buckets - 586,Household Items,Buckets,52,India,West,Gujarat,Village,380001,461,10463.93,2,0.19,1900.73
ORD000462,27-01-2021,29-04-2019,31-01-2021,Same Day,Medium,2021,CUST000462,Brian Smith,13-05-1972,Consumer,PROD000462,Washing Machines - 408,Electric Appliances,Washing Machines,59,India,South,Karnataka,Tier 2,560001,462,32702.03,1,0.09,5876.92
ORD000463,30-08-2021,21-02-2021,01-09-2021,Same Day,Medium,2023,CUST000463,Bethany Davis,20-02-1964,Corporate,PROD000463,Mops - 373,Household Items,Mops,82,India,East,Delhi,Village,110001,463,17736.59,4,0.41,1742.28
ORD000464,03-10-2020,09-04-2021,04-10-2020,Second Class,Large,2020,CUST000464,Timothy Mathews,27-08-1984,Corporate,PROD000464,Yogurt - 558,Dairy Products,Yogurt,115,India,East,Punjab,Village,160001,464,29879.65,5,0.19,7160.97
ORD000465,11-08-2019,18-05-2022,16-08-2019,Standard Class,Small,2021,CUST000465,Mary Bailey,20-02-1997,Consumer,PROD000465,Yogurt - 802,Dairy Products,Yogurt,59,India,South,Karnataka,Tier 2,560001,465,7540.61,10,0.14,715.89
ORD000466,12-12-2022,31-12-2023,13-12-2022,Standard Class,Medium,2023,CUST000466,Dominique Gomez,26-05-1986,Corporate,PROD000466,Sofas - 753,Furniture,Sofas,85,India,North,West Bengal,Tier 2,700001,466,29746.73,2,0.36,1989.67
ORD000467,26-06-2022,19-10-2022,28-06-2022,Same Day,Small,2020,CUST000467,Melanie Hopkins,23-01-1966,Corporate,PROD000467,Pizzas - 286,Fast Food,Pizzas,80,India,South,Rajasthan,Tier 1,302001,467,7573.55,10,0.41,1305.09
ORD000468,17-09-2020,04-10-2023,21-09-2020,Same Day,Small,2022,CUST000468,Leslie Robertson,12-06-1967,Consumer,PROD000468,Detergents - 414,Household Items,Detergents,14,India,South,West Bengal,Tier 1,700001,468,25074.02,1,0.01,5936.83
ORD000469,25-09-2019,02-10-2023,28-09-2019,First Class,Small,2022,CUST000469,Heather Barnes,04-02-2007,Corporate,PROD000469,Sofas - 952,Furniture,Sofas,1,India,East,Tamil Nadu,Tier 2,600001,469,13573.39,5,0.39,1177.98
ORD000470,08-04-2021,05-02-2021,10-04-2021,First Class,Large,2021,CUST000470,Pamela Johnson,03-04-1981,Consumer,PROD000470,Cheese - 759,Dairy Products,Cheese,96,India,South,Tamil Nadu,Tier 1,600001,470,26863.15,5,0.07,3510.68
ORD000471,23-06-2021,11-06-2021,24-06-2021,Standard Class,Large,2023,CUST000471,Robin Powell,05-12-1954,Corporate,PROD000471,Tables - 378,Furniture,Tables,20,India,East,Gujarat,Village,380001,471,32839.41,4,0.32,3606.8
ORD000472,28-04-2021,06-01-2021,04-05-2021,Standard Class,Large,2019,CUST000472,Wendy Butler,08-06-2015,Corporate,PROD000472,Chairs - 188,Furniture,Chairs,101,India,North,Madhya Pradesh,Tier 1,462001,472,19065.87,9,0.18,4624.97
ORD000473,13-07-2020,15-07-2020,14-07-2020,Same Day,Small,2023,CUST000473,Crystal Davis,09-01-1988,Corporate,PROD000473,Detergents - 799,Household Items,Detergents,100,India,East,Rajasthan,Tier 2,302001,473,39046.24,3,0.32,6564.6
ORD000474,20-08-2023,31-03-2023,25-08-2023,Standard Class,Large,2020,CUST000474,Kelly Estrada,05-12-1980,Corporate,PROD000474,Microwaves - 475,Electric Appliances,Microwaves,20,India,East,Gujarat,Village,380001,474,25045.91,7,0.15,5669.27
ORD000475,12-03-2023,02-04-2020,16-03-2023,Standard Class,Large,2022,CUST000475,Steve Mullen,07-10-2015,Consumer,PROD000475,Tables - 729,Furniture,Tables,99,India,South,West Bengal,Village,700001,475,10886.09,3,0.11,1943.76
ORD000476,15-01-2022,06-09-2021,22-01-2022,Standard Class,Large,2020,CUST000476,Lisa Howell,01-07-2015,Corporate,PROD000476,Milk - 588,Dairy Products,Milk,23,India,South,Rajasthan,Tier 2,302001,476,43615.15,8,0.33,6253.1
ORD000477,22-12-2020,13-09-2021,23-12-2020,Standard Class,Medium,2021,CUST000477,Katherine Copeland,03-04-2017,Consumer,PROD000477,Sandwiches - 235,Fast Food,Sandwiches,37,India,South,Punjab,Tier 2,160001,477,14375.58,4,0.43,1439.72
ORD000478,01-04-2019,22-06-2019,07-04-2019,First Class,Large,2023,CUST000478,Richard Rivera,27-06-1990,Corporate,PROD000478,Sandwiches - 238,Fast Food,Sandwiches,108,India,West,Rajasthan,Tier 2,302001,478,7795.89,6,0.08,1875.02
ORD000479,27-03-2020,17-07-2019,29-03-2020,First Class,Medium,2022,CUST000479,Laura Roberts,23-05-1989,Corporate,PROD000479,Tables - 398,Furniture,Tables,24,India,West,Rajasthan,Tier 1,302001,479,18106.85,4,0.18,3217.43
ORD000480,12-12-2020,06-11-2023,18-12-2020,First Class,Medium,2020,CUST000480,Mary Campos,01-12-2010,Consumer,PROD000480,Chairs - 567,Furniture,Chairs,31,India,North,Madhya Pradesh,Tier 2,462001,480,2299.13,10,0.24,348.51
ORD000481,24-07-2020,10-10-2021,30-07-2020,Second Class,Medium,2020,CUST000481,Brian Stafford,04-10-1959,Corporate,PROD000481,Sandwiches - 431,Fast Food,Sandwiches,11,India,South,Madhya Pradesh,Village,462001,481,45965.79,5,0.03,6686.49
ORD000314,01-01-2022,03-11-2019,07-01-2022,First Class,Medium,2019,CUST000314,Chelsey Garcia,03-07-1992,Consumer,PROD000314,Tomatoes - 347,Sessional Fruits & Vegetables,Tomatoes,44,India,North,Delhi,Tier 1,110001,314,24759.2,5,0.12,2879.15
ORD000315,19-06-2023,19-10-2020,25-06-2023,Second Class,Small,2020,CUST000315,Douglas Wilson,04-09-2015,Consumer,PROD000315,Cheese - 528,Dairy Products,Cheese,115,India,East,Punjab,Village,160001,315,49525.45,9,0.5,2975.06
ORD000316,05-09-2023,20-10-2020,09-09-2023,Standard Class,Large,2020,CUST000316,Victor Clayton,19-04-1994,Consumer,PROD000316,Apples - 921,Sessional Fruits & Vegetables,Apples,94,India,West,West Bengal,Tier 2,700001,316,19011.56,9,0.49,1000.91
ORD000317,08-12-2021,27-03-2021,11-12-2021,Second Class,Small,2019,CUST000317,Darrell Thompson,07-07-1974,Corporate,PROD000317,Pizzas - 214,Fast Food,Pizzas,12,India,East,Madhya Pradesh,Village,462001,317,16379.86,7,0.29,2320.15
ORD000318,01-06-2022,18-01-2022,08-06-2022,First Class,Small,2023,CUST000318,Dylan Anderson,03-01-1991,Consumer,PROD000318,Microwaves - 857,Electric Appliances,Microwaves,36,India,East,Gujarat,Tier 2,380001,318,40973.5,6,0.41,4118.25
ORD000319,13-09-2021,29-12-2019,18-09-2021,Standard Class,Medium,2020,CUST000319,Donald Mason,30-09-1964,Corporate,PROD000319,Tables - 716,Furniture,Tables,118,India,West,Maharashtra,Village,400001,319,20704.97,1,0.47,2029.17
ORD000320,15-12-2023,12-02-2020,20-12-2023,Same Day,Large,2020,CUST000320,Tyler James,10-06-1972,Corporate,PROD000320,Mops - 382,Household Items,Mops,61,India,West,Tamil Nadu,Tier 1,600001,320,28720.03,8,0.45,3931.78
ORD000321,31-07-2020,12-08-2022,04-08-2020,Second Class,Large,2021,CUST000321,Andrew Smith,15-02-1965,Consumer,PROD000321,Sandwiches - 737,Fast Food,Sandwiches,64,India,North,Gujarat,Tier 1,380001,321,8568,4,0.38,1397.04
ORD000322,10-01-2020,12-12-2020,11-01-2020,Second Class,Small,2020,CUST000322,Larry Williams,09-08-1966,Consumer,PROD000322,Pizzas - 242,Fast Food,Pizzas,90,India,East,Maharashtra,Tier 2,400001,322,47862.97,5,0.36,7338.6
ORD000323,12-05-2022,29-08-2023,13-05-2022,Same Day,Large,2019,CUST000323,Robert Lucas,17-06-1997,Corporate,PROD000323,Sofas - 930,Furniture,Sofas,83,India,North,Gujarat,Tier 2,380001,323,18166.53,2,0.1,4577.51
ORD000324,02-03-2021,28-09-2019,07-03-2021,Standard Class,Medium,2020,CUST000324,Phillip Lee,28-05-1960,Consumer,PROD000324,Butter - 893,Dairy Products,Butter,114,India,West,Madhya Pradesh,Tier 1,462001,324,46946.6,4,0.32,9535.84
ORD000325,28-08-2020,23-01-2023,03-09-2020,Same Day,Large,2023,CUST000325,Chase Smith,30-01-1960,Corporate,PROD000325,Washing Machines - 910,Electric Appliances,Washing Machines,69,India,North,Madhya Pradesh,Village,462001,325,20852.08,10,0.11,5063.97
ORD000326,12-10-2023,17-10-2023,19-10-2023,Same Day,Large,2022,CUST000326,Stephanie Cole,23-07-2009,Consumer,PROD000326,Carrots - 190,Sessional Fruits & Vegetables,Carrots,24,India,West,Rajasthan,Tier 1,302001,326,49195.79,4,0.17,5743.86
